import time: self [us] | cumulative | imported package
import time:       432 |        432 |                 pydantic_settings.sources.providers.gcp
import time:       331 |        331 |                 pydantic_settings.sources.providers.json
import time:       355 |        355 |                   pydantic_settings.sources.providers.toml
import time:       302 |        656 |                 pydantic_settings.sources.providers.pyproject
import time:       351 |        351 |                 pydantic_settings.sources.providers.secrets
import time:       375 |        375 |                 pydantic_settings.sources.providers.yaml
import time:       404 |       9916 |               pydantic_settings.sources.providers
import time:        25 |       9941 |             pydantic_settings.sources.providers.aws
import time:       480 |        480 |             pydantic_settings.sources.providers.nested_secrets
import time:       347 |      13702 |           pydantic_settings.sources
import time:      1220 |      16941 |         pydantic_settings.main
import time:       434 |        434 |         pydantic_settings.version
import time:       635 |      18392 |       pydantic_settings
import time:      3087 |      50807 |     fastapi_mail.config
import time:       370 |        370 |           blinker._utilities
import time:       552 |        922 |         blinker.base
import time:       426 |       1348 |       blinker
import time:       356 |        356 |         fastapi_mail.errors
import time:       413 |        769 |       fastapi_mail.connection
import time:       292 |        292 |           email.mime
import time:       576 |        868 |         email.mime.base
import time:       766 |        766 |         email.mime.multipart
import time:       401 |        401 |           email.mime.nonmultipart
import time:       676 |       1077 |         email.mime.text
import time:      5673 |       5673 |         fastapi_mail.schemas
import time:       402 |       8784 |       fastapi_mail.msg
import time:       615 |      11514 |     fastapi_mail.fastmail
import time:       410 |        410 |             dns.version
import time:       448 |        858 |           dns
import time:       672 |       1529 |         dns.exception
import time:       347 |        347 |               dns._asyncbackend
import time:       370 |        717 |             dns.asyncbackend
import time:       281 |        281 |               dns.ipv4
import time:       450 |        450 |               dns.ipv6
import time:       303 |       1033 |             dns.inet
import time:       734 |        734 |                 stringprep
import time:       578 |       1312 |               encodings.idna
import time:       673 |        673 |               dns._features
import time:       694 |        694 |               dns.enum
import time:       467 |        467 |                 dns._immutable_ctx
import time:       520 |        987 |               dns.immutable
import time:       567 |        567 |               dns.wire
import time:      1986 |       6216 |             dns.name
import time:       585 |        585 |                       dns.rdataclass
import time:      1010 |       1010 |                       dns.rdatatype
import time:       431 |        431 |                         dns.ttl
import time:       502 |        933 |                       dns.tokenizer
import time:       939 |       3465 |                     dns.rdata
import time:      1672 |       5136 |                   dns.edns
import time:       400 |        400 |                   dns.entropy
import time:       619 |        619 |                   dns.flags
import time:       429 |        429 |                   dns.opcode
import time:       731 |        731 |                   dns.rcode
import time:       462 |        462 |                       dns.rdtypes
import time:       535 |        996 |                     dns.rdtypes.ANY
import time:       488 |       1484 |                   dns.rdtypes.ANY.OPT
import time:       383 |        383 |                   dns.rdtypes.ANY.TSIG
import time:       543 |        543 |                     dns.tsig
import time:       383 |        925 |                   dns.renderer
import time:       417 |        417 |                       dns.set
import time:       722 |       1139 |                     dns.rdataset
import time:       396 |       1534 |                   dns.rrset
import time:      1300 |      12939 |                 dns.message
import time:       723 |        723 |                 dns.quic
import time:       635 |        635 |                   dns.node
import time:       616 |        616 |                   dns.serial
import time:       767 |       2017 |                 dns.transaction
import time:       356 |        356 |                       dns.grange
import time:       382 |        382 |                       dns.rdtypes.ANY.SOA
import time:       427 |        427 |                         dns.zonetypes
import time:       388 |        815 |                       dns.rdtypes.ANY.ZONEMD
import time:       582 |        582 |                       dns.zonefile
import time:      1103 |       3236 |                     dns.zone
import time:       490 |       3726 |                   dns.xfr
import time:      3381 |       7106 |                 dns.query
import time:       653 |      23437 |               dns.asyncquery
import time:       519 |      23955 |             dns.nameserver
import time:       498 |        498 |               dns.rdtypes.util
import time:      1119 |       1617 |             dns.rdtypes.svcbbase
import time:       465 |      34001 |           dns._ddr
import time:       359 |        359 |           dns.reversename
import time:       618 |        618 |           dns.win32util
import time:      1153 |      36130 |         dns.resolver
import time:       175 |        175 |         redis
import time:       369 |        369 |           httpx.__version__
import time:      1081 |       1081 |                 httpx._exceptions
import time:      2056 |       2056 |                   http.cookiejar
import time:       957 |        957 |                       httpx._types
import time:       403 |        403 |                       httpx._utils
import time:       730 |       2089 |                     httpx._multipart
import time:       706 |       2794 |                   httpx._content
import time:       194 |        194 |                     brotli
import time:       135 |        135 |                     brotlicffi
import time:       122 |        122 |                     zstandard
import time:       514 |        964 |                   httpx._decoders
import time:      1033 |       1033 |                   httpx._status_codes
import time:      1297 |       1297 |                     httpx._urlparse
import time:       525 |       1822 |                   httpx._urls
import time:       929 |       9596 |                 httpx._models
import time:      4381 |      15058 |               httpx._auth
import time:       637 |        637 |               httpx._config
import time:       353 |        353 |                     httpx._transports.base
import time:       661 |       1013 |                   httpx._transports.asgi
import time:       570 |        570 |                   httpx._transports.default
import time:       369 |        369 |                   httpx._transports.mock
import time:       385 |        385 |                   httpx._transports.wsgi
import time:       428 |       2763 |                 httpx._transports
import time:        25 |       2788 |               httpx._transports.base
import time:       771 |      19252 |             httpx._client
import time:       303 |      19555 |           httpx._api
import time:       171 |        171 |               pygments
import time:        25 |        195 |             pygments.lexers
import time:       408 |        603 |           httpx._main
import time:       438 |      20963 |         httpx
import time:       719 |      59513 |       fastapi_mail.email_utils.email_check
import time:       698 |      60211 |     fastapi_mail.email_utils
import time:       625 |     123155 |   fastapi_mail
import time:       638 |        638 |           sqlalchemy.util.preloaded
import time:       298 |        298 |               sqlalchemy.cyextension
import time:       774 |        774 |               sqlalchemy.cyextension.collections
import time:       500 |        500 |               sqlalchemy.cyextension.immutabledict
import time:       415 |        415 |               sqlalchemy.cyextension.processors
import time:       579 |        579 |               sqlalchemy.cyextension.resultproxy
import time:       640 |        640 |                   sqlalchemy.util.compat
import time:      1013 |       1653 |                 sqlalchemy.exc
import time:       519 |       2171 |               sqlalchemy.cyextension.util
import time:       508 |       5242 |             sqlalchemy.util._has_cy
import time:      1018 |       1018 |             sqlalchemy.util.typing
import time:      1454 |       7712 |           sqlalchemy.util._collections
import time:      1003 |       1003 |               greenlet._greenlet
import time:       593 |       1595 |             greenlet
import time:      1781 |       1781 |               sqlalchemy.util.langhelpers
import time:       490 |       2271 |             sqlalchemy.util._concurrency_py3k
import time:       526 |       4391 |           sqlalchemy.util.concurrency
import time:       469 |        469 |           sqlalchemy.util.deprecations
import time:       610 |      13818 |         sqlalchemy.util
import time:       699 |        699 |                           sqlalchemy.event.registry
import time:       512 |       1211 |                         sqlalchemy.event.legacy
import time:      1133 |       2344 |                       sqlalchemy.event.attr
import time:       641 |       2984 |                     sqlalchemy.event.base
import time:       563 |       3547 |                   sqlalchemy.event.api
import time:       505 |       4051 |                 sqlalchemy.event
import time:      1746 |       1746 |                       sqlalchemy.log
import time:      1875 |       3621 |                     sqlalchemy.pool.base
import time:       947 |       4567 |                   sqlalchemy.pool.events
import time:       587 |        587 |                     sqlalchemy.util.queue
import time:       843 |       1429 |                   sqlalchemy.pool.impl
import time:       410 |       6405 |                 sqlalchemy.pool
import time:      1092 |       1092 |                       sqlalchemy.sql.roles
import time:       812 |        812 |                       sqlalchemy.inspection
import time:      1578 |       3480 |                     sqlalchemy.sql._typing
import time:      1169 |       1169 |                       sqlalchemy.sql.visitors
import time:      1057 |       1057 |                       sqlalchemy.sql.cache_key
import time:      1270 |       1270 |                         sqlalchemy.sql.operators
import time:       697 |       1966 |                       sqlalchemy.sql.traversals
import time:      2418 |       6610 |                     sqlalchemy.sql.base
import time:      1444 |       1444 |                       sqlalchemy.sql.coercions
import time:      1115 |       1115 |                             sqlalchemy.sql.annotation
import time:      1527 |       1527 |                                 sqlalchemy.sql.type_api
import time:      5725 |       7252 |                               sqlalchemy.sql.elements
import time:       603 |        603 |                               sqlalchemy.util.topological
import time:      1762 |       9615 |                             sqlalchemy.sql.ddl
import time:       451 |        451 |                                     sqlalchemy.engine._py_processors
import time:       483 |        933 |                                   sqlalchemy.engine.processors
import time:      4713 |       5646 |                                 sqlalchemy.sql.sqltypes
import time:      9220 |      14865 |                               sqlalchemy.sql.selectable
import time:      5572 |      20437 |                             sqlalchemy.sql.schema
import time:       976 |      32142 |                           sqlalchemy.sql.util
import time:      1784 |      33925 |                         sqlalchemy.sql.dml
import time:       960 |      34885 |                       sqlalchemy.sql.crud
import time:      3571 |       3571 |                       sqlalchemy.sql.functions
import time:      4511 |      44409 |                     sqlalchemy.sql.compiler
import time:       325 |        325 |                       sqlalchemy.sql._dml_constructors
import time:       478 |        478 |                       sqlalchemy.sql._elements_constructors
import time:       502 |        502 |                       sqlalchemy.sql._selectable_constructors
import time:      1324 |       1324 |                       sqlalchemy.sql.lambdas
import time:       724 |       3352 |                     sqlalchemy.sql.expression
import time:      1115 |       1115 |                     sqlalchemy.sql.default_comparator
import time:       900 |        900 |                       sqlalchemy.sql.events
import time:      1099 |       1998 |                     sqlalchemy.sql.naming
import time:      5642 |      66604 |                   sqlalchemy.sql
import time:        20 |      66623 |                 sqlalchemy.sql.compiler
import time:      2516 |      79594 |               sqlalchemy.engine.interfaces
import time:       474 |        474 |               sqlalchemy.engine.util
import time:      1603 |      81671 |             sqlalchemy.engine.base
import time:      1504 |      83174 |           sqlalchemy.engine.events
import time:       659 |        659 |               sqlalchemy.dialects
import time:      1082 |       1740 |             sqlalchemy.engine.url
import time:       442 |        442 |             sqlalchemy.engine.mock
import time:       792 |       2974 |           sqlalchemy.engine.create
import time:      1348 |       1348 |               sqlalchemy.engine.row
import time:      1868 |       3215 |             sqlalchemy.engine.result
import time:      1228 |       4443 |           sqlalchemy.engine.cursor
import time:      2994 |       2994 |           sqlalchemy.engine.reflection
import time:       447 |      94029 |         sqlalchemy.engine
import time:       642 |        642 |         sqlalchemy.schema
import time:       511 |        511 |         sqlalchemy.types
import time:       418 |        418 |           sqlalchemy.engine.characteristics
import time:      1372 |       1790 |         sqlalchemy.engine.default
import time:       739 |     111526 |       sqlalchemy
import time:        19 |     111545 |     sqlalchemy.engine
import time:       397 |        397 |                     sqlalchemy.sql._orm_types
import time:       796 |       1192 |                   sqlalchemy.orm._typing
import time:      1240 |       2432 |                 sqlalchemy.orm.base
import time:       832 |        832 |                 sqlalchemy.orm.mapped_collection
import time:      1370 |       4633 |               sqlalchemy.orm.collections
import time:       980 |        980 |                 sqlalchemy.orm.path_registry
import time:      1720 |       2700 |               sqlalchemy.orm.interfaces
import time:      1957 |       9289 |             sqlalchemy.orm.attributes
import time:      1825 |      11114 |           sqlalchemy.orm.util
import time:       896 |      12009 |         sqlalchemy.orm.exc
import time:      1429 |       1429 |             sqlalchemy.orm.state
import time:      1233 |       2662 |           sqlalchemy.orm.instrumentation
import time:       455 |        455 |                 sqlalchemy.future.engine
import time:       447 |        902 |               sqlalchemy.future
import time:      1357 |       2258 |             sqlalchemy.orm.context
import time:      2092 |       2092 |                 sqlalchemy.orm.strategy_options
import time:      1272 |       1272 |                 sqlalchemy.orm.descriptor_props
import time:      2445 |       2445 |                 sqlalchemy.orm.relationships
import time:      1111 |       6918 |               sqlalchemy.orm.properties
import time:      4734 |       4734 |               sqlalchemy.orm.query
import time:      4095 |       4095 |               sqlalchemy.orm.unitofwork
import time:      2080 |       2080 |                   sqlalchemy.orm.evaluator
import time:       651 |        651 |                     sqlalchemy.orm.sync
import time:      2386 |       3037 |                   sqlalchemy.orm.persistence
import time:      2385 |       7501 |                 sqlalchemy.orm.bulk_persistence
import time:      1549 |       1549 |                 sqlalchemy.orm.identity
import time:      1513 |       1513 |                 sqlalchemy.orm.state_changes
import time:      5569 |      16131 |               sqlalchemy.orm.session
import time:      1621 |      33498 |             sqlalchemy.orm.strategies
import time:      1052 |      36807 |           sqlalchemy.orm.loading
import time:      1989 |      41457 |         sqlalchemy.orm.mapper
import time:      2224 |       2224 |         sqlalchemy.orm._orm_constructors
import time:      1195 |       1195 |           sqlalchemy.orm.clsregistry
import time:      2801 |       2801 |           sqlalchemy.orm.decl_base
import time:      2510 |       6506 |         sqlalchemy.orm.decl_api
import time:      1543 |       1543 |           sqlalchemy.orm.writeonly
import time:      1918 |       3460 |         sqlalchemy.orm.dynamic
import time:      1234 |       1234 |           sqlalchemy.orm.scoping
import time:      4910 |       6143 |         sqlalchemy.orm.events
import time:      1218 |       1218 |         sqlalchemy.orm.dependency
import time:       991 |      74005 |       sqlalchemy.orm
import time:      1659 |       1659 |       sqlmodel._compat
import time:       977 |        977 |         sqlmodel.sql
import time:      2112 |       3088 |       sqlmodel.sql.sqltypes
import time:      9361 |      88112 |     sqlmodel.main
import time:      1003 |       1003 |       sqlmodel.orm
import time:       457 |        457 |       sqlmodel.sql.base
import time:      1257 |       1257 |         sqlmodel.sql._expression_select_cls
import time:       990 |        990 |         sqlmodel.sql._expression_select_gen
import time:      1787 |       4032 |       sqlmodel.sql.expression
import time:      1098 |       6588 |     sqlmodel.orm.session
import time:       519 |     206762 |   sqlmodel
import time:       617 |        617 |         sqlalchemy.dialects.postgresql.operators
import time:       844 |       1461 |       sqlalchemy.dialects.postgresql.array
import time:       715 |        715 |         sqlalchemy.dialects.postgresql.json
import time:      1485 |       1485 |         sqlalchemy.dialects.postgresql.ranges
import time:       606 |        606 |             sqlalchemy.dialects.postgresql.types
import time:      4139 |       4744 |           sqlalchemy.dialects.postgresql.pg_catalog
import time:      1340 |       1340 |           sqlalchemy.dialects.postgresql.ext
import time:      1178 |       1178 |           sqlalchemy.dialects.postgresql.hstore
import time:       747 |        747 |           sqlalchemy.dialects.postgresql.named_types
import time:      3876 |      11884 |         sqlalchemy.dialects.postgresql.base
import time:       463 |        463 |           sqlalchemy.connectors
import time:       748 |       1211 |         sqlalchemy.connectors.asyncio
import time:      2095 |      17389 |       sqlalchemy.dialects.postgresql.asyncpg
import time:      1020 |       1020 |       sqlalchemy.dialects.postgresql.pg8000
import time:       612 |        612 |         sqlalchemy.dialects.postgresql._psycopg_common
import time:      1126 |       1737 |       sqlalchemy.dialects.postgresql.psycopg
import time:      1361 |       1361 |       sqlalchemy.dialects.postgresql.psycopg2
import time:       489 |        489 |       sqlalchemy.dialects.postgresql.psycopg2cffi
import time:       473 |        473 |         sqlalchemy.dialects._typing
import time:       897 |       1370 |       sqlalchemy.dialects.postgresql.dml
import time:       959 |      25782 |     sqlalchemy.dialects.postgresql
import time:      1155 |       1155 |         psycopg2.errors
import time:      4607 |       5762 |       psycopg2._psycopg
import time:       479 |        479 |         psycopg2._json
import time:       802 |        802 |         psycopg2._range
import time:       966 |       2246 |       psycopg2.extensions
import time:       919 |       8927 |     psycopg2
import time:       364 |        364 |       psycopg2._ipaddress
import time:      1241 |       1604 |     psycopg2.extras
import time:      2012 |      38323 |   database
import time:     25649 |      25649 |   models
import time:       841 |        841 |             mcp.client
import time:     77273 |      77273 |             mcp.types
import time:       464 |        464 |                       mcp.shared
import time:       408 |        872 |                     mcp.shared.experimental
import time:       494 |       1365 |                   mcp.shared.experimental.tasks
import time:       515 |        515 |                     mcp.shared.exceptions
import time:       526 |        526 |                       mcp.shared.experimental.tasks.store
import time:       661 |       1187 |                     mcp.shared.experimental.tasks.context
import time:       322 |       2023 |                   mcp.shared.experimental.tasks.helpers
import time:       411 |       3798 |                 mcp.shared.experimental.tasks.polling
import time:       875 |       4673 |               mcp.client.experimental.tasks
import time:       733 |       5405 |             mcp.client.experimental
import time:      1111 |       1111 |                 mcp.shared.message
import time:       368 |        368 |                   mcp.shared.response_router
import time:       694 |       1062 |                 mcp.shared.session
import time:       915 |       3087 |               mcp.shared.context
import time:       921 |       4007 |             mcp.client.experimental.task_handlers
import time:       312 |        312 |             mcp.shared.version
import time:      2013 |      89848 |           mcp.client.session
import time:       268 |        268 |                     httpx_sse._models
import time:       349 |        616 |                   httpx_sse._decoders
import time:       383 |        383 |                   httpx_sse._exceptions
import time:       497 |       1495 |                 httpx_sse._api
import time:       605 |       2099 |               httpx_sse
import time:       348 |        348 |               mcp.shared._httpx_utils
import time:       782 |       3228 |             mcp.client.sse
import time:      1462 |       1462 |               anyio.streams.text
import time:       325 |        325 |                   mcp.os
import time:       381 |        705 |                 mcp.os.posix
import time:       372 |       1077 |               mcp.os.posix.utilities
import time:       410 |        410 |                 mcp.os.win32
import time:       462 |        462 |                 anyio.streams.file
import time:       397 |        397 |                   _win32sysloader
import time:      1471 |       1867 |                 pywintypes
import time:       586 |        586 |                 win32api
import time:      1876 |       1876 |                 win32con
import time:       392 |        392 |                 win32job
import time:       957 |       6548 |               mcp.os.win32.utilities
import time:      1667 |      10751 |             mcp.client.stdio
import time:      1534 |       1534 |             mcp.client.streamable_http
import time:      2432 |      17945 |           mcp.client.session_group
import time:       524 |        524 |                     starlette.authentication
import time:       480 |       1003 |                   starlette.middleware.authentication
import time:       411 |        411 |                       mcp.server.auth
import time:      1116 |       1527 |                     mcp.server.auth.middleware
import time:      6935 |       6935 |                         mcp.shared.auth
import time:      3935 |      10870 |                       mcp.server.auth.provider
import time:       499 |      11368 |                     mcp.server.auth.middleware.bearer_auth
import time:       588 |      13482 |                   mcp.server.auth.middleware.auth_context
import time:      2141 |       2141 |                   mcp.server.auth.settings
import time:       347 |        347 |                         mcp.server.experimental
import time:       286 |        286 |                         mcp.server.validation
import time:       300 |        300 |                         mcp.shared.experimental.tasks.capabilities
import time:       525 |       1456 |                       mcp.server.experimental.session_features
import time:       805 |        805 |                       mcp.server.models
import time:       875 |       3135 |                     mcp.server.session
import time:      1660 |       4795 |                   mcp.server.elicitation
import time:       372 |        372 |                   mcp.server.fastmcp.exceptions
import time:       395 |        395 |                       pydantic._internal._validate_call
import time:       295 |        295 |                         mcp.server.fastmcp.utilities
import time:       362 |        656 |                       mcp.server.fastmcp.utilities.context_injection
import time:       331 |        331 |                         mcp.server.fastmcp.utilities.logging
import time:       332 |        332 |                         mcp.server.fastmcp.utilities.types
import time:      1524 |       2186 |                       mcp.server.fastmcp.utilities.func_metadata
import time:      4795 |       8031 |                     mcp.server.fastmcp.prompts.base
import time:       578 |        578 |                     mcp.server.fastmcp.prompts.manager
import time:       448 |       9056 |                   mcp.server.fastmcp.prompts
import time:      2040 |       2040 |                     mcp.server.fastmcp.resources.base
import time:      6973 |       6973 |                         mcp.server.fastmcp.resources.types
import time:      1617 |       8590 |                       mcp.server.fastmcp.resources.templates
import time:       476 |       9066 |                     mcp.server.fastmcp.resources.resource_manager
import time:       356 |      11460 |                   mcp.server.fastmcp.resources
import time:       882 |        882 |                       mcp.shared.tool_name_validation
import time:      2450 |       3331 |                     mcp.server.fastmcp.tools.base
import time:       451 |        451 |                     mcp.server.fastmcp.tools.tool_manager
import time:       648 |       4430 |                   mcp.server.fastmcp.tools
import time:      4979 |       4979 |                               pprint
import time:       517 |        517 |                                 attrs.converters
import time:       517 |        517 |                                 attrs.exceptions
import time:       340 |        340 |                                 attrs.filters
import time:       642 |        642 |                                 attrs.setters
import time:       408 |        408 |                                 attrs.validators
import time:      1470 |       3892 |                               attrs
import time:      1425 |       1425 |                                       rpds.rpds
import time:       414 |       1839 |                                     rpds
import time:       467 |        467 |                                       referencing._attrs
import time:      2646 |       3113 |                                     referencing.exceptions
import time:       830 |        830 |                                     referencing.typing
import time:      4002 |       9783 |                                   referencing._core
import time:       930 |      10713 |                                 referencing
import time:        16 |      10729 |                               referencing.exceptions
import time:       496 |        496 |                               jsonschema._utils
import time:       909 |      21004 |                             jsonschema.exceptions
import time:       189 |        189 |                             fqdn
import time:       139 |        139 |                             rfc3987
import time:       127 |        127 |                             rfc3986_validator
import time:       122 |        122 |                             rfc3987_syntax
import time:       120 |        120 |                             rfc3339_validator
import time:       122 |        122 |                             webcolors
import time:       149 |        149 |                             jsonpointer
import time:       121 |        121 |                             uri_template
import time:       118 |        118 |                             isoduration
import time:       670 |      22875 |                           jsonschema._format
import time:      1377 |       1377 |                           jsonschema._types
import time:      1597 |       1597 |                               referencing.jsonschema
import time:       445 |        445 |                               jsonschema_specifications._core
import time:       516 |        516 |                               importlib.resources._adapters
import time:       284 |        284 |                                   importlib.resources._itertools
import time:       445 |        729 |                                 importlib.resources.readers
import time:       280 |       1009 |                               importlib.readers
import time:      5460 |       9025 |                             jsonschema_specifications
import time:       641 |        641 |                             jsonschema._keywords
import time:       454 |        454 |                             jsonschema._legacy_keywords
import time:       516 |        516 |                               jsonschema.protocols
import time:       363 |        879 |                             jsonschema._typing
import time:      4441 |      15438 |                           jsonschema.validators
import time:       464 |      40152 |                         jsonschema
import time:       443 |        443 |                                 mcp.shared.experimental.tasks.resolver
import time:       869 |       1312 |                               mcp.shared.experimental.tasks.message_queue
import time:       482 |       1794 |                             mcp.server.experimental.task_result_handler
import time:       526 |       2320 |                           mcp.server.experimental.task_context
import time:      1000 |       1000 |                             mcp.shared.experimental.tasks.in_memory_task_store
import time:       771 |       1770 |                           mcp.server.experimental.task_support
import time:       876 |       4964 |                         mcp.server.experimental.request_context
import time:       519 |        519 |                           mcp.server.lowlevel.func_inspection
import time:       634 |       1153 |                         mcp.server.lowlevel.experimental
import time:       729 |        729 |                         mcp.server.lowlevel.helper_types
import time:       812 |      47809 |                       mcp.server.lowlevel.server
import time:       419 |      48228 |                     mcp.server.lowlevel
import time:        29 |      48256 |                   mcp.server.lowlevel.helper_types
import time:       561 |        561 |                       sse_starlette.event
import time:       985 |        985 |                       sse_starlette.sse
import time:       537 |       2082 |                     sse_starlette
import time:      1000 |       1000 |                     mcp.server.transport_security
import time:       655 |       3736 |                   mcp.server.sse
import time:       488 |        488 |                   mcp.server.stdio
import time:      4597 |       4597 |                   mcp.server.streamable_http
import time:       872 |        872 |                   mcp.server.streamable_http_manager
import time:      2279 |     106962 |                 mcp.server.fastmcp.server
import time:      2516 |     109478 |               mcp.server.fastmcp
import time:       458 |     109935 |             mcp.server
import time:        34 |     109968 |           mcp.server.session
import time:       917 |     218677 |         mcp
import time:        10 |     218686 |       mcp.server
import time:        23 |     218708 |     mcp.server.fastmcp
import time:       199 |        199 |       rich
import time:        30 |        229 |     rich.console
import time:      6212 |     225148 |   mcp_server
import time:      3010 |       3010 |   idna.uts46data
import time:       633 |        633 |           pydantic.v1.typing
import time:      1276 |       1908 |         pydantic.v1.errors
import time:       174 |        174 |             cython
import time:       393 |        566 |           pydantic.v1.version
import time:      1213 |       1779 |         pydantic.v1.utils
import time:       615 |       4301 |       pydantic.v1.class_validators
import time:       876 |        876 |       pydantic.v1.config
import time:       822 |        822 |           pydantic.v1.color
import time:      1175 |       1175 |               pydantic.v1.datetime_parse
import time:       665 |       1839 |             pydantic.v1.validators
import time:      1136 |       2975 |           pydantic.v1.networks
import time:      1879 |       1879 |           pydantic.v1.types
import time:       456 |       6131 |         pydantic.v1.json
import time:       579 |       6709 |       pydantic.v1.error_wrappers
import time:      1330 |       1330 |       pydantic.v1.fields
import time:       496 |        496 |         pydantic.v1.parse
import time:      1646 |       1646 |         pydantic.v1.schema
import time:      1532 |       3673 |       pydantic.v1.main
import time:       775 |      17662 |     pydantic.v1.dataclasses
import time:       563 |        563 |     pydantic.v1.annotated_types
import time:       523 |        523 |     pydantic.v1.decorator
import time:       969 |        969 |     pydantic.v1.env_settings
import time:       450 |        450 |     pydantic.v1.tools
import time:       649 |      20814 |   pydantic.v1
import time:     48916 |    1402105 | main
