import time: self [us] | cumulative | imported package
import time:      1120 |       1120 |                   pandas.core.internals.blocks
import time:       909 |       2029 |                 pandas.core.internals.api
import time:       868 |        868 |                     pandas.core.internals.ops
import time:      1677 |       2545 |                   pandas.core.internals.managers
import time:       700 |       3244 |                 pandas.core.internals.concat
import time:      1583 |       6855 |               pandas.core.internals
import time:       894 |        894 |                 pandas.core.methods
import time:       714 |        714 |                   pandas.core.reshape
import time:      1019 |       1733 |                 pandas.core.reshape.concat
import time:      1185 |       1185 |                     gzip
import time:        87 |         87 |                     mmap
import time:       192 |        192 |                       pwd
import time:       136 |        136 |                       grp
import time:      1785 |       2112 |                     tarfile
import time:      1904 |       5286 |                   pandas.io.common
import time:      1324 |       6609 |                 pandas.io.formats.format
import time:       822 |      10058 |               pandas.core.methods.describe
import time:       748 |        748 |               pandas.core.shared_docs
import time:      1137 |       1137 |                     pandas._libs.window
import time:     19593 |      20729 |                   pandas._libs.window.aggregations
import time:     21273 |      21273 |                     pandas._libs.window.indexers
import time:      1484 |      22757 |                   pandas.core.indexers.objects
import time:       923 |        923 |                   pandas.core.window.common
import time:       857 |        857 |                   pandas.core.window.numba_
import time:       579 |        579 |                   pandas.core.window.online
import time:      1232 |       1232 |                   pandas.core.window.rolling
import time:       954 |      48028 |                 pandas.core.window.ewm
import time:       766 |        766 |                 pandas.core.window.expanding
import time:       837 |      49630 |               pandas.core.window
import time:      2785 |     176431 |             pandas.core.generic
import time:      1027 |       1027 |             pandas.core.internals.construction
import time:       989 |        989 |             pandas.core.methods.selectn
import time:       637 |        637 |               pandas.core.tools.numeric
import time:       810 |       1447 |             pandas.core.reshape.melt
import time:     19101 |      19101 |               pandas._libs.reshape
import time:      1694 |       1694 |               pandas.core.indexes.accessors
import time:       742 |        742 |                 pandas.arrays
import time:      1232 |       1974 |               pandas.core.tools.datetimes
import time:      1409 |       1409 |               pandas.io.formats.info
import time:      1275 |       1275 |                 pandas.plotting._core
import time:       803 |        803 |                 pandas.plotting._misc
import time:      1010 |       3086 |               pandas.plotting
import time:      3238 |      30501 |             pandas.core.series
import time:      6448 |     217557 |           pandas.core.frame
import time:      1394 |       1394 |           pandas.core.groupby.base
import time:     19910 |      19910 |             pandas._libs.groupby
import time:      1144 |       1144 |             pandas.core.groupby.numba_
import time:       604 |        604 |                 pandas.core.groupby.categorical
import time:      1407 |       2010 |               pandas.core.groupby.grouper
import time:      1234 |       3243 |             pandas.core.groupby.ops
import time:       724 |        724 |             pandas.core.groupby.indexing
import time:      1676 |      26695 |           pandas.core.groupby.groupby
import time:      2007 |     272528 |         pandas.core.groupby.generic
import time:       889 |     273417 |       pandas.core.groupby
import time:      1139 |     530101 |     pandas.core.api
import time:       381 |        381 |     pandas.tseries.api
import time:       484 |        484 |             pandas.core.computation.common
import time:       652 |       1135 |           pandas.core.computation.align
import time:     13897 |      13897 |               pprint
import time:       816 |      14712 |             pandas.core.computation.scope
import time:      1106 |      15817 |           pandas.core.computation.ops
import time:       588 |      17539 |         pandas.core.computation.engines
import time:       776 |        776 |           pandas.core.computation.parsing
import time:      1718 |       2493 |         pandas.core.computation.expr
import time:       616 |      20648 |       pandas.core.computation.eval
import time:       597 |      21245 |     pandas.core.computation.api
import time:       742 |        742 |       pandas.core.reshape.encoding
import time:      1252 |       1252 |       pandas.core.reshape.merge
import time:       929 |        929 |       pandas.core.reshape.pivot
import time:       697 |        697 |       pandas.core.reshape.tile
import time:       627 |       4246 |     pandas.core.reshape.api
import time:       737 |        737 |       pandas.api.executors
import time:       517 |        517 |       pandas.api.extensions
import time:       657 |        657 |       pandas.api.indexers
import time:      1143 |       1143 |           pandas.core.interchange
import time:      1504 |       2646 |         pandas.core.interchange.dataframe_protocol
import time:       714 |        714 |           pandas.core.interchange.utils
import time:      1052 |       1765 |         pandas.core.interchange.from_dataframe
import time:       390 |       4800 |       pandas.api.interchange
import time:       593 |        593 |         pandas.core.dtypes.api
import time:      1333 |       1926 |       pandas.api.types
import time:      1412 |       1412 |         pandas.core.resample
import time:     17532 |      17532 |               pandas._libs.json
import time:       993 |        993 |               pandas.io.json._normalize
import time:      1236 |       1236 |               pandas.io.json._table_schema
import time:     20386 |      20386 |                     pandas._libs.parsers
import time:      1039 |       1039 |                       pandas.io.parsers.base_parser
import time:      1142 |       2181 |                     pandas.io.parsers.arrow_parser_wrapper
import time:       619 |        619 |                     pandas.io.parsers.c_parser_wrapper
import time:       866 |        866 |                     pandas.io.parsers.python_parser
import time:      1412 |      25463 |                   pandas.io.parsers.readers
import time:       740 |      26202 |                 pandas.io.parsers
import time:        24 |      26226 |               pandas.io.parsers.readers
import time:      1973 |      47959 |             pandas.io.json._json
import time:      1009 |      48968 |           pandas.io.json
import time:        52 |      49020 |         pandas.io.json._json
import time:       930 |        930 |             pandas.io.sas.sasreader
import time:      1144 |       2074 |           pandas.io.sas
import time:        23 |       2096 |         pandas.io.sas.sasreader
import time:      1724 |       1724 |         pandas.io.stata
import time:       870 |      55121 |       pandas.api.typing
import time:       665 |      64421 |     pandas.api
import time:        58 |         58 |               _heapq
import time:       704 |        761 |             heapq
import time:     21343 |      21343 |             _queue
import time:      1130 |      23234 |           queue
import time:     10750 |      33983 |         concurrent.futures.thread
import time:       948 |        948 |         pandas._testing._io
import time:      1520 |       1520 |         pandas._testing._warnings
import time:        68 |         68 |             cmath
import time:     17975 |      18043 |           pandas._libs.testing
import time:      1494 |      19536 |         pandas._testing.asserters
import time:       858 |        858 |         pandas._testing.compat
import time:       814 |        814 |         pandas._testing.contexts
import time:      1862 |      59519 |       pandas._testing
import time:       384 |      59902 |     pandas.testing
import time:       672 |        672 |     pandas.util._print_versions
import time:       598 |        598 |       pandas.io.clipboards
import time:      1009 |       1009 |           pandas.io.excel._util
import time:       818 |        818 |           pandas.io.excel._calamine
import time:       828 |        828 |           pandas.io.excel._odfreader
import time:       951 |        951 |           pandas.io.excel._openpyxl
import time:       643 |        643 |           pandas.io.excel._pyxlsb
import time:       577 |        577 |           pandas.io.excel._xlrd
import time:      1267 |       6091 |         pandas.io.excel._base
import time:       604 |        604 |         pandas.io.excel._odswriter
import time:       621 |        621 |         pandas.io.excel._xlsxwriter
import time:      1102 |       8416 |       pandas.io.excel
import time:       612 |        612 |       pandas.io.feather_format
import time:      3746 |       3746 |       pandas.io.html
import time:       898 |        898 |       pandas.io.iceberg
import time:       803 |        803 |       pandas.io.orc
import time:       733 |        733 |       pandas.io.parquet
import time:       616 |        616 |         pandas.compat.pickle_compat
import time:       510 |       1125 |       pandas.io.pickle
import time:      1134 |       1134 |         pandas.core.computation.pytables
import time:      2285 |       3418 |       pandas.io.pytables
import time:       701 |        701 |       pandas.io.spss
import time:      1410 |       1410 |       pandas.io.sql
import time:      1134 |       1134 |       pandas.io.xml
import time:       715 |      24304 |     pandas.io.api
import time:       721 |        721 |     pandas.util._tester
import time:       519 |        519 |     pandas._version_meson
import time:      1416 |    3095367 |   pandas
import time:      1067 |       1067 |         multidict._abc
import time:     17746 |      17746 |           multidict._multidict
import time:       538 |      18284 |         multidict._compat
import time:      1031 |      20381 |       multidict
import time:      1278 |      21659 |     aiohttp.hdrs
import time:      9136 |       9136 |           asyncio.constants
import time:     10070 |      10070 |           asyncio.coroutines
import time:     10805 |      10805 |             asyncio.format_helpers
import time:      8759 |       8759 |               asyncio.base_futures
import time:      8752 |       8752 |               asyncio.exceptions
import time:      8094 |       8094 |               asyncio.base_tasks
import time:     21915 |      47519 |             _asyncio
import time:     13082 |      71405 |           asyncio.events
import time:      9682 |       9682 |           asyncio.futures
import time:      9326 |       9326 |           asyncio.protocols
import time:     12259 |      12259 |             asyncio.transports
import time:     11994 |      11994 |             asyncio.log
import time:     14063 |      38315 |           asyncio.sslproto
import time:     13209 |      13209 |               asyncio.mixins
import time:     11141 |      24350 |             asyncio.locks
import time:     10201 |      10201 |               asyncio.queues
import time:      9396 |       9396 |               asyncio.timeouts
import time:     15033 |      34629 |             asyncio.tasks
import time:      9797 |      68775 |           asyncio.staggered
import time:     17941 |      17941 |           asyncio.trsock
import time:     26249 |     260895 |         asyncio.base_events
import time:     21191 |      21191 |         asyncio.runners
import time:     27478 |      27478 |         asyncio.streams
import time:     21334 |      21334 |         asyncio.subprocess
import time:     19833 |      19833 |         asyncio.taskgroups
import time:     15105 |      15105 |         asyncio.threads
import time:     52114 |      52114 |           _overlapped
import time:     12629 |      12629 |           asyncio.base_subprocess
import time:     14318 |      14318 |           asyncio.proactor_events
import time:     31614 |      31614 |           asyncio.selector_events
import time:     18890 |      18890 |           asyncio.windows_utils
import time:     25941 |     155504 |         asyncio.windows_events
import time:      8890 |     530228 |       asyncio
import time:       633 |        633 |           attr._compat
import time:       729 |        729 |             attr._config
import time:       714 |        714 |               attr.exceptions
import time:       647 |       1361 |             attr.setters
import time:      4511 |       6600 |           attr._make
import time:      1268 |       8500 |         attr.converters
import time:       809 |        809 |         attr.filters
import time:      4470 |       4470 |         attr.validators
import time:      1158 |       1158 |         attr._cmp
import time:       653 |        653 |         attr._funcs
import time:       734 |        734 |         attr._next_gen
import time:      1115 |       1115 |         attr._version_info
import time:      1858 |      19293 |       attr
import time:     19080 |      19080 |               yarl._quoting_c
import time:       707 |      19787 |             yarl._quoting
import time:       920 |      20706 |           yarl._quoters
import time:       880 |      21586 |         yarl._query
import time:      1111 |       1111 |             propcache
import time:     18583 |      18583 |               propcache._helpers_c
import time:       515 |      19098 |             propcache._helpers
import time:      1153 |      21361 |           propcache.api
import time:      1013 |       1013 |           yarl._parse
import time:       684 |        684 |           yarl._path
import time:      2775 |      25831 |         yarl._url
import time:       857 |      48273 |       yarl
import time:      1112 |       1112 |           aiohttp.typedefs
import time:      1216 |       2328 |         aiohttp.http_exceptions
import time:      1136 |       1136 |             aiohttp.client_exceptions
import time:     11122 |      11122 |               netrc
import time:     30455 |      30455 |                   email._header_value_parser
import time:     12565 |      43020 |                 email.headerregistry
import time:     22477 |      22477 |                 email.contentmanager
import time:     10751 |      76247 |               email.policy
import time:      1173 |       1173 |               aiohttp.log
import time:      3281 |      91821 |             aiohttp.helpers
import time:       864 |        864 |             aiohttp.tcp_helpers
import time:       700 |      94521 |           aiohttp.base_protocol
import time:       239 |        239 |             brotlicffi
import time:       239 |        239 |             brotli
import time:       183 |        183 |               backports
import time:        23 |        206 |             backports.zstd
import time:      1289 |       1972 |           aiohttp.compression_utils
import time:      1360 |       1360 |               aiohttp._cookie_helpers
import time:      1410 |       2770 |             aiohttp.abc
import time:     19977 |      19977 |             aiohttp._http_writer
import time:      1442 |      24188 |           aiohttp.http_writer
import time:      1458 |       1458 |           aiohttp.streams
import time:     25330 |      25330 |           aiohttp._http_parser
import time:      2396 |     149863 |         aiohttp.http_parser
import time:      1013 |       1013 |             aiohttp._websocket
import time:      1258 |       1258 |             aiohttp._websocket.models
import time:     18301 |      18301 |             aiohttp._websocket.mask
import time:      1261 |      21831 |           aiohttp._websocket.helpers
import time:     20767 |      20767 |             aiohttp._websocket.reader_c
import time:      1093 |      21860 |           aiohttp._websocket.reader
import time:      1079 |       1079 |           aiohttp._websocket.writer
import time:       997 |      45766 |         aiohttp.http_websocket
import time:       665 |     198621 |       aiohttp.http
import time:      1606 |       1606 |       aiohttp.payload
import time:      1338 |       1338 |           aiohttp.multipart
import time:       609 |        609 |           aiohttp.formdata
import time:      2583 |       4530 |         aiohttp.client_reqrep
import time:       761 |       5291 |       aiohttp.client_middlewares
import time:      1672 |       1672 |       aiohttp.client_ws
import time:       600 |        600 |             aiohappyeyeballs._staggered
import time:       745 |        745 |             aiohappyeyeballs.types
import time:       929 |       2274 |           aiohappyeyeballs.impl
import time:       903 |        903 |           aiohappyeyeballs.utils
import time:       702 |       3879 |         aiohappyeyeballs
import time:       818 |        818 |         aiohttp.client_proto
import time:       183 |        183 |           aiodns
import time:       893 |       1076 |         aiohttp.resolver
import time:     24327 |      30098 |       aiohttp.connector
import time:      1946 |       1946 |       aiohttp.cookiejar
import time:     18942 |      18942 |             frozenlist._frozenlist
import time:       999 |      19941 |           frozenlist
import time:      1017 |      20958 |         aiosignal
import time:      6132 |      27090 |       aiohttp.tracing
import time:      3113 |     867226 |     aiohttp.client
import time:      1360 |       1360 |     aiohttp.client_middleware_digest_auth
import time:       956 |        956 |     aiohttp.payload_streamer
import time:      1593 |     892792 |   aiohttp
import time:      1284 |       1284 |         logging.handlers
import time:      2446 |       2446 |         socketserver
import time:      1445 |       5175 |       logging.config
import time:      1669 |       1669 |       configparser
import time:      1227 |       1227 |           gettext
import time:      4642 |       4642 |               click._winconsole
import time:       894 |       5535 |             click._compat
import time:       894 |        894 |               click.globals
import time:       717 |        717 |               click.utils
import time:      1090 |       2700 |             click.exceptions
import time:      1263 |       9497 |           click.types
import time:       722 |        722 |             click.parser
import time:       630 |       1352 |           click.formatting
import time:       748 |        748 |           click.termui
import time:      2585 |      15407 |         click.core
import time:       938 |        938 |         click.decorators
import time:       977 |      17321 |       click
import time:       800 |        800 |       uvicorn._compat
import time:      1862 |       1862 |       uvicorn._types
import time:       532 |        532 |       uvicorn.importer
import time:       929 |        929 |       uvicorn.logging
import time:       716 |        716 |         uvicorn.middleware
import time:      1044 |       1760 |       uvicorn.middleware.asgi2
import time:       653 |        653 |       uvicorn.middleware.message_logger
import time:       564 |        564 |       uvicorn.middleware.proxy_headers
import time:       200 |        200 |         a2wsgi
import time:       601 |        801 |       uvicorn.middleware.wsgi
import time:      1358 |      33418 |     uvicorn.config
import time:       924 |        924 |       uvicorn.server
import time:     11318 |      11318 |                 multiprocessing.process
import time:     11438 |      11438 |                 multiprocessing.reduction
import time:     10593 |      33347 |               multiprocessing.context
import time:      8293 |      41640 |             multiprocessing
import time:     12026 |      12026 |               multiprocessing.util
import time:     23697 |      23697 |               _multiprocessing
import time:     16411 |      52134 |             multiprocessing.connection
import time:       858 |      94631 |           uvicorn._subprocess
import time:       879 |      95509 |         uvicorn.supervisors.basereload
import time:      1282 |       1282 |         uvicorn.supervisors.multiprocess
import time:      1345 |       1345 |             watchfiles.filters
import time:     21050 |      21050 |               watchfiles._rust_notify
import time:      1298 |      22347 |             watchfiles.main
import time:      1300 |       1300 |             watchfiles.run
import time:       423 |        423 |             watchfiles.version
import time:      1306 |      26719 |           watchfiles
import time:       657 |      27376 |         uvicorn.supervisors.watchfilesreload
import time:       852 |     125017 |       uvicorn.supervisors
import time:      1186 |     127126 |     uvicorn.main
import time:       743 |     161286 |   uvicorn
import time:       855 |        855 |             aiosmtplib.response
import time:       552 |        552 |               aiosmtplib.auth
import time:     12256 |      12256 |                 email.generator
import time:       938 |      13194 |               aiosmtplib.email
import time:      1002 |       1002 |               aiosmtplib.errors
import time:       766 |        766 |               aiosmtplib.esmtp
import time:      1241 |       1241 |                 aiosmtplib.typing
import time:      1342 |       2582 |               aiosmtplib.protocol
import time:      1552 |      19645 |             aiosmtplib.smtp
import time:      1324 |      21824 |           aiosmtplib.api
import time:      1517 |      23341 |         aiosmtplib
import time:        27 |      23367 |       aiosmtplib.api
import time:      1244 |       1244 |         jinja2.bccache
import time:     17359 |      17359 |             markupsafe._speedups
import time:      1801 |      19160 |           markupsafe
import time:      2748 |       2748 |             jinja2.utils
import time:      3030 |       5777 |           jinja2.nodes
import time:      1095 |       1095 |             jinja2.exceptions
import time:      1051 |       1051 |               jinja2.visitor
import time:      1606 |       2657 |             jinja2.idtracking
import time:       896 |        896 |             jinja2.optimizer
import time:      2212 |       6859 |           jinja2.compiler
import time:       795 |        795 |               jinja2.async_utils
import time:      1466 |       1466 |               jinja2.runtime
import time:      1959 |       4218 |             jinja2.filters
import time:       904 |        904 |             jinja2.tests
import time:       621 |       5742 |           jinja2.defaults
import time:      1366 |       1366 |             jinja2._identifier
import time:      2128 |       3493 |           jinja2.lexer
import time:      1325 |       1325 |           jinja2.parser
import time:      2324 |      44676 |         jinja2.environment
import time:      1813 |       1813 |         jinja2.loaders
import time:       896 |      48627 |       jinja2
import time:       643 |        643 |         pydantic_settings.exceptions
import time:      1566 |       1566 |           argparse
import time:       745 |        745 |             pydantic._internal._dataclasses
import time:       958 |       1703 |           pydantic.dataclasses
import time:       694 |        694 |               pydantic_settings.utils
import time:       578 |        578 |               pydantic_settings.sources.types
import time:      1721 |       1721 |               pydantic_settings.sources.utils
import time:      1118 |       4109 |             pydantic_settings.sources.base
import time:       804 |        804 |                   pydantic_settings.sources.providers.env
import time:       933 |       1737 |                 pydantic_settings.sources.providers.aws
import time:       740 |        740 |                   pydantic.alias_generators
import time:       763 |       1503 |                 pydantic_settings.sources.providers.azure
import time:      2880 |       2880 |                 pydantic_settings.sources.providers.cli
import time:      1678 |       1678 |                       dotenv.parser
import time:       885 |        885 |                       dotenv.variables
import time:      1186 |       3747 |                     dotenv.main
import time:      1405 |       5152 |                   dotenv
import time:      1157 |       6309 |                 pydantic_settings.sources.providers.dotenv
import time:       665 |        665 |                 pydantic_settings.sources.providers.gcp
import time:       614 |        614 |                 pydantic_settings.sources.providers.json
import time:       592 |        592 |                   pydantic_settings.sources.providers.toml
import time:      1037 |       1628 |                 pydantic_settings.sources.providers.pyproject
import time:       595 |        595 |                 pydantic_settings.sources.providers.secrets
import time:       592 |        592 |                 pydantic_settings.sources.providers.yaml
import time:       817 |      17335 |               pydantic_settings.sources.providers
import time:        27 |      17361 |             pydantic_settings.sources.providers.aws
import time:       744 |        744 |             pydantic_settings.sources.providers.nested_secrets
import time:       795 |      23008 |           pydantic_settings.sources
import time:      1546 |      27822 |         pydantic_settings.main
import time:       359 |        359 |         pydantic_settings.version
import time:      1059 |      29881 |       pydantic_settings
import time:      3692 |     105567 |     fastapi_mail.config
import time:       815 |        815 |           blinker._utilities
import time:       980 |       1795 |         blinker.base
import time:       995 |       2790 |       blinker
import time:       491 |        491 |         fastapi_mail.errors
import time:       541 |       1031 |       fastapi_mail.connection
import time:       807 |        807 |           email.mime
import time:      7855 |       8661 |         email.mime.base
import time:      8335 |       8335 |         email.mime.multipart
import time:      6747 |       6747 |           email.mime.nonmultipart
import time:      8287 |      15033 |         email.mime.text
import time:      6597 |       6597 |         fastapi_mail.schemas
import time:       680 |      39305 |       fastapi_mail.msg
import time:      1162 |      44286 |     fastapi_mail.fastmail
import time:      2231 |       2231 |             dns.version
import time:      1404 |       3635 |           dns
import time:      1286 |       4920 |         dns.exception
import time:       747 |        747 |               dns._asyncbackend
import time:       930 |       1677 |             dns.asyncbackend
import time:       712 |        712 |               dns.ipv4
import time:       697 |        697 |               dns.ipv6
import time:      1066 |       2474 |             dns.inet
import time:       871 |        871 |                 stringprep
import time:      1112 |       1982 |               encodings.idna
import time:       732 |        732 |               dns._features
import time:       847 |        847 |               dns.enum
import time:       601 |        601 |                 dns._immutable_ctx
import time:      1229 |       1830 |               dns.immutable
import time:       867 |        867 |               dns.wire
import time:     15312 |      21568 |             dns.name
import time:       806 |        806 |                       dns.rdataclass
import time:      1183 |       1183 |                       dns.rdatatype
import time:       849 |        849 |                         dns.ttl
import time:      1011 |       1860 |                       dns.tokenizer
import time:      1378 |       5226 |                     dns.rdata
import time:      2221 |       7447 |                   dns.edns
import time:       837 |        837 |                   dns.entropy
import time:       959 |        959 |                   dns.flags
import time:       803 |        803 |                   dns.opcode
import time:       876 |        876 |                   dns.rcode
import time:      1002 |       1002 |                       dns.rdtypes
import time:      1471 |       2472 |                     dns.rdtypes.ANY
import time:      1468 |       3940 |                   dns.rdtypes.ANY.OPT
import time:      1145 |       1145 |                   dns.rdtypes.ANY.TSIG
import time:      1076 |       1076 |                     dns.tsig
import time:       691 |       1767 |                   dns.renderer
import time:       721 |        721 |                       dns.set
import time:      1158 |       1879 |                     dns.rdataset
import time:       723 |       2602 |                   dns.rrset
import time:      1806 |      22177 |                 dns.message
import time:      2328 |       2328 |                 dns.quic
import time:       927 |        927 |                   dns.node
import time:       545 |        545 |                   dns.serial
import time:       992 |       2463 |                 dns.transaction
import time:       747 |        747 |                       dns.grange
import time:      1161 |       1161 |                       dns.rdtypes.ANY.SOA
import time:      1000 |       1000 |                         dns.zonetypes
import time:       812 |       1812 |                       dns.rdtypes.ANY.ZONEMD
import time:       990 |        990 |                       dns.zonefile
import time:      1585 |       6293 |                     dns.zone
import time:       768 |       7061 |                   dns.xfr
import time:     72593 |      79654 |                 dns.query
import time:      1290 |     107909 |               dns.asyncquery
import time:      1430 |     109338 |             dns.nameserver
import time:       740 |        740 |               dns.rdtypes.util
import time:      3523 |       4262 |             dns.rdtypes.svcbbase
import time:       867 |     140184 |           dns._ddr
import time:       607 |        607 |           dns.reversename
import time:       916 |        916 |           dns.win32util
import time:      1867 |     143573 |         dns.resolver
import time:       311 |        311 |         redis
import time:       511 |        511 |           httpx.__version__
import time:      1340 |       1340 |                 httpx._exceptions
import time:      2469 |       2469 |                   http.cookiejar
import time:      1225 |       1225 |                       httpx._types
import time:       587 |        587 |                       httpx._utils
import time:       906 |       2718 |                     httpx._multipart
import time:      1110 |       3827 |                   httpx._content
import time:       190 |        190 |                     brotli
import time:       159 |        159 |                     brotlicffi
import time:       127 |        127 |                     zstandard
import time:       779 |       1254 |                   httpx._decoders
import time:      1395 |       1395 |                   httpx._status_codes
import time:      1712 |       1712 |                     httpx._urlparse
import time:      1069 |       2781 |                   httpx._urls
import time:      1161 |      12885 |                 httpx._models
import time:      5402 |      19626 |               httpx._auth
import time:       672 |        672 |               httpx._config
import time:       677 |        677 |                     httpx._transports.base
import time:       851 |       1528 |                   httpx._transports.asgi
import time:       776 |        776 |                   httpx._transports.default
import time:       754 |        754 |                   httpx._transports.mock
import time:       807 |        807 |                   httpx._transports.wsgi
import time:       607 |       4470 |                 httpx._transports
import time:        28 |       4498 |               httpx._transports.base
import time:      1546 |      26341 |             httpx._client
import time:       754 |      27094 |           httpx._api
import time:       182 |        182 |               pygments
import time:        29 |        210 |             pygments.lexers
import time:       739 |        949 |           httpx._main
import time:      1090 |      29643 |         httpx
import time:      1149 |     179594 |       fastapi_mail.email_utils.email_check
import time:       665 |     180259 |     fastapi_mail.email_utils
import time:       957 |     331067 |   fastapi_mail
import time:       765 |        765 |           sqlalchemy.util.preloaded
import time:       632 |        632 |               sqlalchemy.cyextension
import time:     19690 |      19690 |               sqlalchemy.cyextension.collections
import time:     18460 |      18460 |               sqlalchemy.cyextension.immutabledict
import time:     18364 |      18364 |               sqlalchemy.cyextension.processors
import time:     19375 |      19375 |               sqlalchemy.cyextension.resultproxy
import time:      1245 |       1245 |                   sqlalchemy.util.compat
import time:      1864 |       3109 |                 sqlalchemy.exc
import time:     18651 |      21759 |               sqlalchemy.cyextension.util
import time:       924 |      99202 |             sqlalchemy.util._has_cy
import time:      1238 |       1238 |             sqlalchemy.util.typing
import time:      2224 |     102662 |           sqlalchemy.util._collections
import time:     46770 |      46770 |               greenlet._greenlet
import time:       974 |      47743 |             greenlet
import time:      2954 |       2954 |               sqlalchemy.util.langhelpers
import time:      1145 |       4099 |             sqlalchemy.util._concurrency_py3k
import time:       658 |      52499 |           sqlalchemy.util.concurrency
import time:      1373 |       1373 |           sqlalchemy.util.deprecations
import time:      1256 |     158553 |         sqlalchemy.util
import time:       896 |        896 |                           sqlalchemy.event.registry
import time:       645 |       1541 |                         sqlalchemy.event.legacy
import time:      1651 |       3192 |                       sqlalchemy.event.attr
import time:      1042 |       4234 |                     sqlalchemy.event.base
import time:       692 |       4926 |                   sqlalchemy.event.api
import time:       893 |       5818 |                 sqlalchemy.event
import time:       907 |        907 |                       sqlalchemy.log
import time:      1987 |       2894 |                     sqlalchemy.pool.base
import time:      1555 |       4448 |                   sqlalchemy.pool.events
import time:       888 |        888 |                     sqlalchemy.util.queue
import time:      1310 |       2197 |                   sqlalchemy.pool.impl
import time:       989 |       7633 |                 sqlalchemy.pool
import time:      1444 |       1444 |                       sqlalchemy.sql.roles
import time:       723 |        723 |                       sqlalchemy.inspection
import time:      2120 |       4286 |                     sqlalchemy.sql._typing
import time:      1621 |       1621 |                       sqlalchemy.sql.visitors
import time:      1360 |       1360 |                       sqlalchemy.sql.cache_key
import time:      1644 |       1644 |                         sqlalchemy.sql.operators
import time:      1065 |       2709 |                       sqlalchemy.sql.traversals
import time:      3133 |       8822 |                     sqlalchemy.sql.base
import time:      1695 |       1695 |                       sqlalchemy.sql.coercions
import time:      1041 |       1041 |                             sqlalchemy.sql.annotation
import time:      2352 |       2352 |                                 sqlalchemy.sql.type_api
import time:      5454 |       7806 |                               sqlalchemy.sql.elements
import time:       697 |        697 |                               sqlalchemy.util.topological
import time:      2288 |      10790 |                             sqlalchemy.sql.ddl
import time:      1035 |       1035 |                                     sqlalchemy.engine._py_processors
import time:       673 |       1708 |                                   sqlalchemy.engine.processors
import time:      3832 |       5540 |                                 sqlalchemy.sql.sqltypes
import time:      8706 |      14245 |                               sqlalchemy.sql.selectable
import time:      5597 |      19842 |                             sqlalchemy.sql.schema
import time:      1267 |      32938 |                           sqlalchemy.sql.util
import time:      2449 |      35387 |                         sqlalchemy.sql.dml
import time:      1660 |      37046 |                       sqlalchemy.sql.crud
import time:      3896 |       3896 |                       sqlalchemy.sql.functions
import time:      5276 |      47912 |                     sqlalchemy.sql.compiler
import time:       665 |        665 |                       sqlalchemy.sql._dml_constructors
import time:       889 |        889 |                       sqlalchemy.sql._elements_constructors
import time:       844 |        844 |                       sqlalchemy.sql._selectable_constructors
import time:      1381 |       1381 |                       sqlalchemy.sql.lambdas
import time:      1093 |       4871 |                     sqlalchemy.sql.expression
import time:      1359 |       1359 |                       sqlalchemy.sql.events
import time:      1297 |       2656 |                     sqlalchemy.sql.naming
import time:      1246 |       1246 |                     sqlalchemy.sql.default_comparator
import time:      6154 |      75944 |                   sqlalchemy.sql
import time:        21 |      75965 |                 sqlalchemy.sql.compiler
import time:      3473 |      92888 |               sqlalchemy.engine.interfaces
import time:       710 |        710 |               sqlalchemy.engine.util
import time:      2259 |      95856 |             sqlalchemy.engine.base
import time:      2245 |      98101 |           sqlalchemy.engine.events
import time:       742 |        742 |               sqlalchemy.dialects
import time:      1669 |       2410 |             sqlalchemy.engine.url
import time:       604 |        604 |             sqlalchemy.engine.mock
import time:      1103 |       4116 |           sqlalchemy.engine.create
import time:      1395 |       1395 |               sqlalchemy.engine.row
import time:      2123 |       3518 |             sqlalchemy.engine.result
import time:      1575 |       5092 |           sqlalchemy.engine.cursor
import time:      2187 |       2187 |           sqlalchemy.engine.reflection
import time:      1200 |     110693 |         sqlalchemy.engine
import time:       577 |        577 |         sqlalchemy.schema
import time:       537 |        537 |         sqlalchemy.types
import time:       638 |        638 |           sqlalchemy.engine.characteristics
import time:      1714 |       2351 |         sqlalchemy.engine.default
import time:      1208 |     273917 |       sqlalchemy
import time:        87 |     274003 |     sqlalchemy.engine
import time:       502 |        502 |                     sqlalchemy.sql._orm_types
import time:       964 |       1465 |                   sqlalchemy.orm._typing
import time:      1543 |       3007 |                 sqlalchemy.orm.base
import time:      1130 |       1130 |                 sqlalchemy.orm.mapped_collection
import time:      1545 |       5681 |               sqlalchemy.orm.collections
import time:      1669 |       1669 |                 sqlalchemy.orm.path_registry
import time:      1936 |       3605 |               sqlalchemy.orm.interfaces
import time:      2498 |      11784 |             sqlalchemy.orm.attributes
import time:      2290 |      14073 |           sqlalchemy.orm.util
import time:      1245 |      15318 |         sqlalchemy.orm.exc
import time:      2295 |       2295 |             sqlalchemy.orm.state
import time:      1298 |       3593 |           sqlalchemy.orm.instrumentation
import time:       450 |        450 |                 sqlalchemy.future.engine
import time:       601 |       1050 |               sqlalchemy.future
import time:      1950 |       2999 |             sqlalchemy.orm.context
import time:      1907 |       1907 |                 sqlalchemy.orm.strategy_options
import time:      1432 |       1432 |                 sqlalchemy.orm.descriptor_props
import time:      3481 |       3481 |                 sqlalchemy.orm.relationships
