import time: self [us] | cumulative | imported package
import time:       656 |        656 |             openai.types.shared_params.response_format_text
import time:       728 |        728 |             openai.types.shared_params.custom_tool_input_format
import time:       894 |        894 |             openai.types.shared_params.response_format_json_object
import time:      1305 |       1305 |             openai.types.shared_params.response_format_json_schema
import time:       607 |       9874 |           openai.types.shared_params
import time:        29 |       9903 |         openai.types.shared_params.metadata
import time:       726 |        726 |               openai.types.graders.python_grader
import time:      1536 |       1536 |                         openai.types.responses.web_search_tool
import time:       969 |        969 |                         openai.types.responses.custom_tool
import time:       732 |        732 |                         openai.types.responses.computer_tool
import time:       757 |        757 |                         openai.types.responses.function_tool
import time:      1182 |       1182 |                         openai.types.responses.namespace_tool
import time:       872 |        872 |                         openai.types.responses.apply_patch_tool
import time:      1200 |       1200 |                         openai.types.responses.file_search_tool
import time:       819 |        819 |                         openai.types.responses.tool_search_tool
import time:       741 |        741 |                         openai.types.responses.computer_use_tool
import time:       947 |        947 |                               openai.types.responses.inline_skill_source
import time:       719 |       1666 |                             openai.types.responses.inline_skill
import time:      1139 |       1139 |                             openai.types.responses.skill_reference
import time:      3912 |       3912 |                             openai.types.responses.container_network_policy_disabled
import time:       777 |        777 |                               openai.types.responses.container_network_policy_domain_secret
import time:       902 |       1678 |                             openai.types.responses.container_network_policy_allowlist
import time:       958 |       9351 |                           openai.types.responses.container_auto
import time:       800 |        800 |                             openai.types.responses.local_skill
import time:      1229 |       2029 |                           openai.types.responses.local_environment
import time:       763 |        763 |                           openai.types.responses.container_reference
import time:       785 |      12926 |                         openai.types.responses.function_shell_tool
import time:      1003 |       1003 |                         openai.types.responses.web_search_preview_tool
import time:      6231 |      28962 |                       openai.types.responses.tool
import time:      1092 |       1092 |                         openai.types.responses.response_error
import time:      1099 |       1099 |                         openai.types.responses.response_usage
import time:       897 |        897 |                           openai.types.responses.response_input_file
import time:       676 |        676 |                           openai.types.responses.response_input_text
import time:       710 |        710 |                           openai.types.responses.response_input_image
import time:       914 |       3196 |                         openai.types.responses.response_prompt
import time:       380 |        380 |                         openai.types.responses.response_status
import time:       663 |        663 |                         openai.types.responses.tool_choice_mcp
import time:      1114 |       1114 |                         openai.types.responses.tool_choice_shell
import time:       893 |        893 |                         openai.types.responses.tool_choice_types
import time:       937 |        937 |                         openai.types.responses.tool_choice_custom
import time:       612 |        612 |                               openai.types.responses.response_input_content
import time:       759 |       1371 |                             openai.types.responses.response_input_message_content_list
import time:      1497 |       2868 |                           openai.types.responses.easy_input_message
import time:      2120 |       2120 |                             openai.types.responses.response_output_text
import time:       712 |        712 |                             openai.types.responses.response_output_refusal
import time:      1034 |       3865 |                           openai.types.responses.response_output_message
import time:      1307 |       1307 |                           openai.types.responses.response_reasoning_item
import time:       823 |        823 |                           openai.types.responses.response_custom_tool_call
import time:      2887 |       2887 |                               openai.types.responses.computer_action
import time:       367 |       3253 |                             openai.types.responses.computer_action_list
import time:      2366 |       5618 |                           openai.types.responses.response_computer_tool_call
import time:       927 |        927 |                           openai.types.responses.response_function_tool_call
import time:      1454 |       1454 |                           openai.types.responses.response_function_web_search
import time:      1181 |       1181 |                           openai.types.responses.response_compaction_item_param
import time:      1147 |       1147 |                           openai.types.responses.response_file_search_tool_call
import time:       845 |        845 |                           openai.types.responses.response_custom_tool_call_output
import time:      1174 |       1174 |                           openai.types.responses.response_code_interpreter_tool_call
import time:      1153 |       1153 |                           openai.types.responses.response_tool_search_output_item_param
import time:      1359 |       1359 |                               openai.types.responses.response_input_file_content
import time:       826 |        826 |                               openai.types.responses.response_input_text_content
import time:       798 |        798 |                               openai.types.responses.response_input_image_content
import time:       550 |       3533 |                             openai.types.responses.response_function_call_output_item
import time:       552 |       4084 |                           openai.types.responses.response_function_call_output_item_list
import time:      1030 |       1030 |                           openai.types.responses.response_function_shell_call_output_content
import time:       712 |        712 |                           openai.types.responses.response_computer_tool_call_output_screenshot
import time:      5600 |      33780 |                         openai.types.responses.response_input_item
import time:      1087 |       1087 |                         openai.types.responses.tool_choice_allowed
import time:       429 |        429 |                         openai.types.responses.tool_choice_options
import time:       860 |        860 |                           openai.types.responses.response_compaction_item
import time:       894 |        894 |                           openai.types.responses.response_tool_search_call
import time:      2416 |       2416 |                           openai.types.responses.response_apply_patch_tool_call
import time:      1388 |       1388 |                           openai.types.responses.response_tool_search_output_item
import time:       826 |        826 |                             openai.types.responses.response_local_environment
import time:       686 |        686 |                             openai.types.responses.response_container_reference
import time:      1163 |       2674 |                           openai.types.responses.response_function_shell_tool_call
import time:       770 |        770 |                           openai.types.responses.response_apply_patch_tool_call_output
import time:      2425 |       2425 |                           openai.types.responses.response_function_shell_tool_call_output
import time:      2317 |      13741 |                         openai.types.responses.response_output_item
import time:       799 |        799 |                             openai.types.responses.response_format_text_json_schema_config
import time:       634 |       1432 |                           openai.types.responses.response_format_text_config
import time:       894 |       2325 |                         openai.types.responses.response_text_config
import time:       664 |        664 |                         openai.types.responses.tool_choice_function
import time:       725 |        725 |                         openai.types.responses.tool_choice_apply_patch
import time:      2680 |      64796 |                       openai.types.responses.response
import time:       841 |        841 |                         openai.types.responses.web_search_tool_param
import time:      1518 |       1518 |                               openai.types.chat.chat_completion_audio
import time:      1066 |       1066 |                                 openai.types.chat.chat_completion_message_custom_tool_call
import time:      1314 |       1314 |                                 openai.types.chat.chat_completion_message_function_tool_call
import time:       827 |       3205 |                               openai.types.chat.chat_completion_message_tool_call
import time:      1416 |       6139 |                             openai.types.chat.chat_completion_message
import time:       999 |        999 |                             openai.types.chat.chat_completion_token_logprob
import time:      2216 |       9353 |                           openai.types.chat.chat_completion
import time:       819 |        819 |                           openai.types.chat.chat_completion_role
import time:      2124 |       2124 |                           openai.types.chat.chat_completion_chunk
import time:       658 |        658 |                           openai.types.chat.completion_list_params
import time:       882 |        882 |                             openai.types.chat.parsed_function_tool_call
import time:      1418 |       2300 |                           openai.types.chat.parsed_chat_completion
import time:       706 |        706 |                           openai.types.chat.chat_completion_deleted
import time:       623 |        623 |                           openai.types.chat.chat_completion_modality
import time:       814 |        814 |                             openai.types.chat.chat_completion_audio_param
import time:       635 |        635 |                                 openai.types.chat.chat_completion_content_part_text_param
import time:       653 |       1288 |                               openai.types.chat.chat_completion_tool_message_param
import time:      1037 |       1037 |                                   openai.types.chat.chat_completion_content_part_image_param
import time:       883 |        883 |                                   openai.types.chat.chat_completion_content_part_input_audio_param
import time:       953 |       2871 |                                 openai.types.chat.chat_completion_content_part_param
import time:       823 |       3694 |                               openai.types.chat.chat_completion_user_message_param
import time:       973 |        973 |                               openai.types.chat.chat_completion_system_message_param
import time:       586 |        586 |                               openai.types.chat.chat_completion_function_message_param
import time:       529 |        529 |                                 openai.types.chat.chat_completion_content_part_refusal_param
import time:       616 |        616 |                                   openai.types.chat.chat_completion_message_custom_tool_call_param
import time:       601 |        601 |                                   openai.types.chat.chat_completion_message_function_tool_call_param
import time:       476 |       1692 |                                 openai.types.chat.chat_completion_message_tool_call_union_param
import time:       701 |       2921 |                               openai.types.chat.chat_completion_assistant_message_param
import time:       686 |        686 |                               openai.types.chat.chat_completion_developer_message_param
import time:       724 |      10871 |                             openai.types.chat.chat_completion_message_param
import time:       861 |        861 |                               openai.types.chat.chat_completion_custom_tool_param
import time:      1092 |       1092 |                               openai.types.chat.chat_completion_function_tool_param
import time:       647 |       2599 |                             openai.types.chat.chat_completion_tool_union_param
import time:       823 |        823 |                             openai.types.chat.chat_completion_stream_options_param
import time:       614 |        614 |                             openai.types.chat.chat_completion_prediction_content_param
import time:       647 |        647 |                               openai.types.chat.chat_completion_named_tool_choice_param
import time:       612 |        612 |                                 openai.types.chat.chat_completion_allowed_tools_param
import time:       579 |       1190 |                               openai.types.chat.chat_completion_allowed_tool_choice_param
import time:       586 |        586 |                               openai.types.chat.chat_completion_named_tool_choice_custom_param
import time:       592 |       3014 |                             openai.types.chat.chat_completion_tool_choice_option_param
import time:       504 |        504 |                             openai.types.chat.chat_completion_function_call_option_param
import time:      1785 |      21021 |                           openai.types.chat.completion_create_params
import time:       969 |        969 |                           openai.types.chat.completion_update_params
import time:       545 |        545 |                           openai.types.chat.chat_completion_tool_param
import time:       785 |        785 |                           openai.types.chat.chat_completion_function_tool
import time:       808 |        808 |                             openai.types.chat.chat_completion_content_part_text
import time:      1293 |       1293 |                             openai.types.chat.chat_completion_content_part_image
import time:      1032 |       3132 |                           openai.types.chat.chat_completion_store_message
import time:       429 |        429 |                           openai.types.chat.chat_completion_reasoning_effort
import time:       535 |        535 |                           openai.types.chat.chat_completion_message_tool_call_param
import time:       853 |      44847 |                         openai.types.chat
import time:       939 |        939 |                         openai.types.responses.custom_tool_param
import time:       763 |        763 |                         openai.types.responses.computer_tool_param
import time:       840 |        840 |                         openai.types.responses.function_tool_param
import time:       762 |        762 |                         openai.types.responses.namespace_tool_param
import time:       602 |        602 |                         openai.types.responses.apply_patch_tool_param
import time:       691 |        691 |                         openai.types.responses.file_search_tool_param
import time:       595 |        595 |                         openai.types.responses.tool_search_tool_param
import time:       545 |        545 |                         openai.types.responses.computer_use_tool_param
import time:       736 |        736 |                               openai.types.responses.inline_skill_source_param
import time:       820 |       1556 |                             openai.types.responses.inline_skill_param
import time:       563 |        563 |                             openai.types.responses.skill_reference_param
import time:       524 |        524 |                             openai.types.responses.container_network_policy_disabled_param
import time:       638 |        638 |                               openai.types.responses.container_network_policy_domain_secret_param
import time:       563 |       1200 |                             openai.types.responses.container_network_policy_allowlist_param
import time:       618 |       4459 |                           openai.types.responses.container_auto_param
import time:       508 |        508 |                             openai.types.responses.local_skill_param
import time:       535 |       1043 |                           openai.types.responses.local_environment_param
import time:       536 |        536 |                           openai.types.responses.container_reference_param
import time:       607 |       6643 |                         openai.types.responses.function_shell_tool_param
import time:       655 |        655 |                         openai.types.responses.web_search_preview_tool_param
import time:      1910 |      60629 |                       openai.types.responses.tool_param
import time:      1380 |       1380 |                         openai.types.responses.response_input_message_item
import time:      1236 |       1236 |                         openai.types.responses.response_function_tool_call_item
import time:      1697 |       1697 |                         openai.types.responses.response_computer_tool_call_output_item
import time:      1042 |       1042 |                         openai.types.responses.response_function_tool_call_output_item
import time:      3248 |       8600 |                       openai.types.responses.response_item
import time:       691 |        691 |                       openai.types.responses.response_input
import time:      2660 |       2660 |                       openai.types.responses.parsed_response
import time:       952 |        952 |                       openai.types.responses.compacted_response
import time:       841 |        841 |                       openai.types.responses.response_item_list
import time:      1157 |       1157 |                       openai.types.responses.response_includable
import time:       966 |        966 |                       openai.types.responses.response_error_event
import time:       909 |        909 |                       openai.types.responses.response_input_audio
import time:       617 |        617 |                             openai.types.responses.response_input_file_param
import time:       545 |        545 |                             openai.types.responses.response_input_text_param
import time:       567 |        567 |                             openai.types.responses.response_input_image_param
import time:       584 |       2310 |                           openai.types.responses.response_input_message_content_list_param
import time:       718 |       3028 |                         openai.types.responses.easy_input_message_param
import time:      1141 |       1141 |                           openai.types.responses.response_output_text_param
import time:       669 |        669 |                           openai.types.responses.response_output_refusal_param
import time:       730 |       2539 |                         openai.types.responses.response_output_message_param
import time:       722 |        722 |                         openai.types.responses.response_reasoning_item_param
import time:       569 |        569 |                         openai.types.responses.response_custom_tool_call_param
import time:       938 |        938 |                           openai.types.responses.computer_action_list_param
import time:       999 |       1936 |                         openai.types.responses.response_computer_tool_call_param
import time:       613 |        613 |                         openai.types.responses.response_function_tool_call_param
import time:       745 |        745 |                         openai.types.responses.response_function_web_search_param
import time:       744 |        744 |                         openai.types.responses.response_compaction_item_param_param
import time:       811 |        811 |                         openai.types.responses.response_file_search_tool_call_param
import time:       684 |        684 |                         openai.types.responses.response_custom_tool_call_output_param
import time:       729 |        729 |                         openai.types.responses.response_code_interpreter_tool_call_param
import time:       680 |        680 |                         openai.types.responses.response_tool_search_output_item_param_param
import time:       604 |        604 |                           openai.types.responses.response_input_file_content_param
import time:       567 |        567 |                           openai.types.responses.response_input_text_content_param
import time:       580 |        580 |                           openai.types.responses.response_input_image_content_param
import time:       616 |       2366 |                         openai.types.responses.response_function_call_output_item_list_param
import time:       636 |        636 |                         openai.types.responses.response_function_shell_call_output_content_param
import time:       701 |        701 |                         openai.types.responses.response_computer_tool_call_output_screenshot_param
import time:      2477 |      19972 |                       openai.types.responses.response_input_param
import time:      1122 |       1122 |                       openai.types.responses.computer_action_param
import time:      1076 |       1076 |                       openai.types.responses.response_failed_event
import time:       708 |        708 |                       openai.types.responses.response_prompt_param
import time:       942 |        942 |                       openai.types.responses.response_queued_event
import time:      1430 |       1430 |                         openai.types.responses.response_created_event
import time:      1076 |       1076 |                         openai.types.responses.response_completed_event
import time:      1176 |       1176 |                         openai.types.responses.response_text_done_event
import time:       752 |        752 |                         openai.types.responses.response_audio_done_event
import time:       721 |        721 |                         openai.types.responses.response_incomplete_event
import time:      1076 |       1076 |                         openai.types.responses.response_text_delta_event
import time:       750 |        750 |                         openai.types.responses.response_audio_delta_event
import time:      1027 |       1027 |                         openai.types.responses.response_in_progress_event
import time:       882 |        882 |                         openai.types.responses.response_refusal_done_event
import time:       774 |        774 |                         openai.types.responses.response_refusal_delta_event
import time:       724 |        724 |                         openai.types.responses.response_mcp_call_failed_event
import time:       724 |        724 |                         openai.types.responses.response_output_item_done_event
import time:      1135 |       1135 |                         openai.types.responses.response_content_part_done_event
import time:       798 |        798 |                         openai.types.responses.response_output_item_added_event
import time:       993 |        993 |                         openai.types.responses.response_content_part_added_event
import time:       886 |        886 |                         openai.types.responses.response_mcp_call_completed_event
import time:       741 |        741 |                         openai.types.responses.response_reasoning_text_done_event
import time:       724 |        724 |                         openai.types.responses.response_mcp_call_in_progress_event
import time:       728 |        728 |                         openai.types.responses.response_reasoning_text_delta_event
import time:       681 |        681 |                         openai.types.responses.response_audio_transcript_done_event
import time:       701 |        701 |                         openai.types.responses.response_mcp_list_tools_failed_event
import time:       814 |        814 |                         openai.types.responses.response_audio_transcript_delta_event
import time:       801 |        801 |                         openai.types.responses.response_mcp_call_arguments_done_event
import time:       771 |        771 |                         openai.types.responses.response_image_gen_call_completed_event
import time:       924 |        924 |                         openai.types.responses.response_mcp_call_arguments_delta_event
import time:       787 |        787 |                         openai.types.responses.response_mcp_list_tools_completed_event
import time:       700 |        700 |                         openai.types.responses.response_image_gen_call_generating_event
import time:       811 |        811 |                         openai.types.responses.response_web_search_call_completed_event
import time:       857 |        857 |                         openai.types.responses.response_web_search_call_searching_event
import time:       722 |        722 |                         openai.types.responses.response_file_search_call_completed_event
import time:       683 |        683 |                         openai.types.responses.response_file_search_call_searching_event
import time:       673 |        673 |                         openai.types.responses.response_image_gen_call_in_progress_event
import time:       788 |        788 |                         openai.types.responses.response_mcp_list_tools_in_progress_event
import time:       977 |        977 |                         openai.types.responses.response_custom_tool_call_input_done_event
import time:       992 |        992 |                         openai.types.responses.response_reasoning_summary_part_done_event
import time:       762 |        762 |                         openai.types.responses.response_reasoning_summary_text_done_event
import time:       696 |        696 |                         openai.types.responses.response_web_search_call_in_progress_event
import time:       713 |        713 |                         openai.types.responses.response_custom_tool_call_input_delta_event
import time:       755 |        755 |                         openai.types.responses.response_file_search_call_in_progress_event
import time:       753 |        753 |                         openai.types.responses.response_function_call_arguments_done_event
import time:       943 |        943 |                         openai.types.responses.response_image_gen_call_partial_image_event
import time:       945 |        945 |                         openai.types.responses.response_output_text_annotation_added_event
import time:       988 |        988 |                         openai.types.responses.response_reasoning_summary_part_added_event
import time:       862 |        862 |                         openai.types.responses.response_reasoning_summary_text_delta_event
import time:       785 |        785 |                         openai.types.responses.response_function_call_arguments_delta_event
import time:       763 |        763 |                         openai.types.responses.response_code_interpreter_call_code_done_event
import time:       738 |        738 |                         openai.types.responses.response_code_interpreter_call_completed_event
import time:       694 |        694 |                         openai.types.responses.response_code_interpreter_call_code_delta_event
import time:       700 |        700 |                         openai.types.responses.response_code_interpreter_call_in_progress_event
import time:       885 |        885 |                         openai.types.responses.response_code_interpreter_call_interpreting_event
import time:      1373 |      43133 |                       openai.types.responses.response_stream_event
import time:       755 |        755 |                       openai.types.responses.tool_choice_mcp_param
import time:       598 |        598 |                       openai.types.responses.input_item_list_params
import time:       526 |        526 |                         openai.types.responses.tool_choice_shell_param
import time:       618 |        618 |                         openai.types.responses.tool_choice_types_param
import time:       625 |        625 |                         openai.types.responses.tool_choice_custom_param
import time:       651 |        651 |                         openai.types.responses.tool_choice_allowed_param
import time:       870 |        870 |                             openai.types.responses.response_format_text_json_schema_config_param
import time:       620 |       1489 |                           openai.types.responses.response_format_text_config_param
import time:       663 |       2152 |                         openai.types.responses.response_text_config_param
import time:      1444 |       1444 |                         openai.types.responses.tool_choice_function_param
import time:       774 |        774 |                         openai.types.responses.tool_choice_apply_patch_param
import time:       616 |        616 |                         openai.types.responses.response_conversation_param_param
import time:      1140 |       8541 |                       openai.types.responses.response_create_params
import time:       809 |        809 |                         openai.types.responses.response_conversation_param
import time:      1932 |       2740 |                       openai.types.responses.responses_client_event
import time:       806 |        806 |                       openai.types.responses.responses_server_event
import time:      1962 |       1962 |                         openai.types.responses.response_input_item_param
import time:       969 |       2930 |                       openai.types.responses.response_compact_params
import time:      1004 |       1004 |                       openai.types.responses.input_token_count_params
import time:       696 |        696 |                       openai.types.responses.response_retrieve_params
import time:       751 |        751 |                       openai.types.responses.input_token_count_response
import time:       605 |        605 |                       openai.types.responses.response_input_audio_param
import time:       573 |        573 |                       openai.types.responses.response_input_content_param
import time:      1136 |       1136 |                       openai.types.responses.responses_client_event_param
import time:       627 |        627 |                       openai.types.responses.response_function_call_output_item_param
import time:      1438 |     261307 |                     openai.types.responses
import time:        30 |     261337 |                   openai.types.responses.response_input_text
import time:       908 |     262245 |                 openai.types.graders.grader_inputs
import time:      1180 |     263424 |               openai.types.graders.label_model_grader
import time:      1566 |       1566 |               openai.types.graders.score_model_grader
import time:       849 |        849 |               openai.types.graders.string_check_grader
import time:      1120 |       1120 |               openai.types.graders.text_similarity_grader
import time:      1202 |     268885 |             openai.types.graders.multi_grader
import time:       717 |        717 |               openai.types.graders.python_grader_param
import time:       621 |        621 |                 openai.types.graders.grader_inputs_param
import time:       754 |       1374 |               openai.types.graders.label_model_grader_param
import time:       787 |        787 |               openai.types.graders.score_model_grader_param
import time:       598 |        598 |               openai.types.graders.string_check_grader_param
import time:       587 |        587 |               openai.types.graders.text_similarity_grader_param
import time:       865 |       4928 |             openai.types.graders.multi_grader_param
import time:       676 |     274488 |           openai.types.graders
import time:        23 |     274510 |         openai.types.graders.grader_inputs_param
import time:      1047 |     285459 |       openai.types.eval_create_params
import time:       813 |        813 |         openai.types.eval_custom_data_source_config
import time:      1446 |       1446 |         openai.types.eval_stored_completions_data_source_config
import time:      3902 |       6160 |       openai.types.eval_list_response
import time:       673 |        673 |       openai.types.eval_update_params
import time:       608 |        608 |       openai.types.file_create_params
import time:       524 |        524 |       openai.types.video_remix_params
import time:      1344 |       1344 |       openai.types.batch_create_params
import time:       685 |        685 |       openai.types.skill_create_params
import time:       605 |        605 |       openai.types.skill_update_params
import time:       731 |        731 |       openai.types.video_create_params
import time:      1849 |       1849 |       openai.types.eval_create_response
import time:       859 |        859 |       openai.types.eval_delete_response
import time:      2306 |       2306 |       openai.types.eval_update_response
import time:      1039 |       1039 |       openai.types.upload_create_params
import time:       795 |        795 |       openai.types.vector_store_deleted
import time:       379 |        379 |       openai.types.audio_response_format
import time:       551 |        551 |       openai.types.container_list_params
import time:       802 |        802 |       openai.types.image_generate_params
import time:       746 |        746 |       openai.types.video_delete_response
import time:      1898 |       1898 |       openai.types.eval_retrieve_response
import time:       798 |        798 |         openai.types.other_file_chunking_strategy_object
import time:       866 |        866 |           openai.types.static_file_chunking_strategy
import time:       735 |       1600 |         openai.types.static_file_chunking_strategy_object
import time:      1010 |       3408 |       openai.types.file_chunking_strategy
import time:      1129 |       1129 |         openai.types.image_gen_completed_event
import time:       925 |        925 |         openai.types.image_gen_partial_image_event
import time:       567 |       2621 |       openai.types.image_gen_stream_event
import time:       783 |        783 |       openai.types.upload_complete_params
import time:      1116 |       1116 |       openai.types.container_create_params
import time:      1411 |       1411 |       openai.types.container_list_response
import time:       685 |        685 |       openai.types.embedding_create_params
import time:      1090 |       1090 |         openai.types.image_edit_completed_event
import time:       844 |        844 |         openai.types.image_edit_partial_image_event
import time:       556 |       2489 |       openai.types.image_edit_stream_event
import time:       884 |        884 |       openai.types.completion_create_params
import time:       632 |        632 |           openai.types.moderation_text_input_param
import time:       609 |        609 |           openai.types.moderation_image_url_input_param
import time:       662 |       1902 |         openai.types.moderation_multi_modal_input_param
import time:      1049 |       2950 |       openai.types.moderation_create_params
import time:       554 |        554 |       openai.types.vector_store_list_params
import time:      1155 |       1155 |       openai.types.container_create_response
import time:       896 |        896 |       openai.types.create_embedding_response
import time:       672 |        672 |       openai.types.moderation_create_response
import time:       728 |        728 |           openai.types.auto_file_chunking_strategy_param
import time:       594 |        594 |             openai.types.static_file_chunking_strategy_param
import time:       530 |       1124 |           openai.types.static_file_chunking_strategy_object_param
import time:       754 |       2605 |         openai.types.file_chunking_strategy_param
import time:       678 |       3283 |       openai.types.vector_store_create_params
import time:       746 |        746 |       openai.types.vector_store_search_params
import time:       745 |        745 |       openai.types.vector_store_update_params
import time:      1392 |       1392 |       openai.types.container_retrieve_response
import time:      1374 |       1374 |       openai.types.vector_store_search_response
import time:      1505 |       1505 |       openai.types.websocket_connection_options
import time:       797 |        797 |       openai.types.image_create_variation_params
import time:       546 |        546 |       openai.types.video_download_content_params
import time:      1824 |     408752 |     openai.types
import time:       807 |        807 |       openai._exceptions
import time:       704 |        704 |       openai._qs
import time:       359 |        359 |       openai._version
import time:       792 |        792 |       openai._streaming
import time:      1254 |       1254 |           distro.distro
import time:       950 |       2204 |         distro
import time:      1023 |       1023 |         openai._response
import time:       640 |        640 |         openai._utils._json
import time:       814 |        814 |         openai._legacy_response
import time:       304 |        304 |         httpx_aiohttp
import time:      3203 |       8185 |       openai._base_client
import time:      1276 |      12121 |     openai._client
import time:       703 |        703 |     openai._utils._resources_proxy
import time:       487 |        487 |         openai.lib._pydantic
import time:       675 |       1161 |       openai.lib._tools
import time:       664 |        664 |         openai.lib._parsing._completions
import time:       382 |       1045 |       openai.lib._parsing
import time:       463 |       2668 |     openai.lib
import time:      1139 |       1139 |     openai.lib.azure
import time:       372 |        372 |     openai.version
import time:       599 |        599 |     openai.lib._old_api
import time:      1508 |       1508 |           openai.types.beta.thread
import time:       668 |        668 |               openai.types.beta.function_tool
import time:      1015 |       1015 |               openai.types.beta.file_search_tool
import time:       905 |        905 |               openai.types.beta.code_interpreter_tool
import time:       562 |       3149 |             openai.types.beta.assistant_tool
import time:       835 |        835 |             openai.types.beta.assistant_response_format_option
import time:      1468 |       5450 |           openai.types.beta.assistant
import time:       767 |        767 |           openai.types.beta.thread_deleted
import time:      1068 |       1068 |           openai.types.beta.chatkit_workflow
import time:       670 |        670 |           openai.types.beta.assistant_deleted
import time:       542 |        542 |           openai.types.beta.function_tool_param
import time:       578 |        578 |             openai.types.beta.file_search_tool_param
import time:       784 |        784 |             openai.types.beta.code_interpreter_tool_param
import time:       555 |       1916 |           openai.types.beta.assistant_tool_param
import time:       389 |        389 |                   openai.types.beta.threads.run_status
import time:       692 |        692 |                       openai.types.beta.assistant_tool_choice_function
import time:       680 |       1371 |                     openai.types.beta.assistant_tool_choice
import time:       491 |       1861 |                   openai.types.beta.assistant_tool_choice_option
import time:       855 |        855 |                   openai.types.beta.threads.required_action_function_tool_call
import time:      2139 |       5243 |                 openai.types.beta.threads.run
import time:      1373 |       1373 |                     openai.types.beta.threads.file_path_annotation
import time:       955 |        955 |                     openai.types.beta.threads.file_citation_annotation
import time:       890 |       3217 |                   openai.types.beta.threads.annotation
import time:      1191 |       4408 |                 openai.types.beta.threads.text
import time:       764 |        764 |                     openai.types.beta.threads.text_content_block
import time:       750 |        750 |                     openai.types.beta.threads.refusal_content_block
import time:       902 |        902 |                       openai.types.beta.threads.image_url
import time:      1097 |       1999 |                     openai.types.beta.threads.image_url_content_block
import time:       797 |        797 |                       openai.types.beta.threads.image_file
import time:       828 |       1625 |                     openai.types.beta.threads.image_file_content_block
import time:       674 |       5808 |                   openai.types.beta.threads.message_content
import time:      1468 |       7276 |                 openai.types.beta.threads.message
import time:      1014 |       1014 |                     openai.types.beta.threads.file_path_delta_annotation
import time:      1273 |       1273 |                     openai.types.beta.threads.file_citation_delta_annotation
import time:       540 |       2825 |                   openai.types.beta.threads.annotation_delta
import time:       708 |       3533 |                 openai.types.beta.threads.text_delta
import time:       721 |        721 |                     openai.types.beta.threads.text_delta_block
import time:       956 |        956 |                     openai.types.beta.threads.refusal_delta_block
import time:       713 |        713 |                       openai.types.beta.threads.image_url_delta
import time:       723 |       1436 |                     openai.types.beta.threads.image_url_delta_block
import time:       685 |        685 |                       openai.types.beta.threads.image_file_delta
import time:       714 |       1399 |                     openai.types.beta.threads.image_file_delta_block
import time:       607 |       5117 |                   openai.types.beta.threads.message_content_delta
import time:       850 |       5966 |                 openai.types.beta.threads.message_delta
import time:       799 |        799 |                 openai.types.beta.threads.image_url_param
import time:       735 |        735 |                 openai.types.beta.threads.message_deleted
import time:       598 |        598 |                 openai.types.beta.threads.run_list_params
import time:       555 |        555 |                 openai.types.beta.threads.image_file_param
import time:       829 |        829 |                             openai.types.beta.threads.runs.function_tool_call
import time:      1581 |       1581 |                             openai.types.beta.threads.runs.file_search_tool_call
import time:      1472 |       1472 |                             openai.types.beta.threads.runs.code_interpreter_tool_call
import time:       502 |       4383 |                           openai.types.beta.threads.runs.tool_call
import time:       643 |       5026 |                         openai.types.beta.threads.runs.tool_calls_step_details
import time:       811 |        811 |                         openai.types.beta.threads.runs.message_creation_step_details
import time:      1365 |       7202 |                       openai.types.beta.threads.runs.run_step
import time:       884 |        884 |                             openai.types.beta.threads.runs.function_tool_call_delta
import time:       961 |        961 |                             openai.types.beta.threads.runs.file_search_tool_call_delta
import time:       845 |        845 |                               openai.types.beta.threads.runs.code_interpreter_logs
